가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
D64DEC08B9,나들*,"폐업 위험도: 낮음 (0.08). 주요 원인: 매출건수구간 영향도 1.30, 직장고객비율 영향도 0.80, 군집_고객관계_KM 영향도 0.48. 고객유형: 30-50대 남성 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",한식-단품요리일반,2023-09-01,,서울특별시 성동구 금호산길 55,신금호,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,80.5,28.3,28.3,3.069,3.3598,3.2025,7.314,7.6146,7.5755,14.904,15.5036,16.263,24.219,22.638,22.657,유지 유지,증가 증가,감소 증가,증가 유지,증가 감소,증가 감소,감소 유지,유지 유지,증가 유지,증가 유지,감소 유지,6.0,6.0,5.0,6.0,6.0,6.0
DE85469897,쪽선*,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.60, 남성60대이상비율 영향도 -0.59, 업종내매출순위비율 영향도 -0.55. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",한식-육류/고기,2016-02-18,,서울 성동구 용답29길 15-1.,답십리,4.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,55.1,55.5,59.4,4.0626,4.092,4.3968,4.8096,4.8654,4.2568,9.3854,9.0948,8.764,8.3834,7.5684,7.5746,유지 유지,감소 감소,감소 증가,증가 감소,증가 증가,증가 감소,증가 증가,유지 유지,감소 증가,유지 유지,감소 감소,3.0,4.0,4.0,4.0,3.0,5.0
257C2B26D3,성수***,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -0.81, 여성20대이하비율 영향도 0.67, 여성30대비율 영향도 0.56. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",요리주점,2023-08-31,,서울특별시 성동구 연무장길 100-15,상권없음,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.1,3.6,5.3,1.2376,1.2964,1.374,19.4928,20.3523,19.9998,20.1216,20.1375,20.1082,7.074,7.6254,8.2926,유지 유지,증가 감소,증가 증가,유지 증가,증가 증가,증가 감소,증가 증가,유지 유지,감소 증가,유지 증가,감소 증가,3.0,4.0,3.0,4.0,4.0,3.0
794735AD42,이리**************,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.75, 매출건수구간 영향도 -0.72, 취소율구간 영향도 -0.69. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",카페,2024-05-20,,서울특별시 성동구 서울숲4길 20-1,뚝섬,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0633,1.0592,0.963,28.0539,29.2353,30.2834,22.7322,22.4784,22.6786,7.0299,7.0245,7.0616,감소 증가,감소 증가,감소 증가,감소 증가,감소 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 증가,증가 감소,2.0,2.0,2.0,3.0,2.0,1.0
7B78BDBDBA,도담***,"폐업 위험도: 낮음 (0.00). 주요 원인: 취소율구간 영향도 -0.64, 남성40대비율 영향도 -0.49, 업종내폐업비율 영향도 -0.38. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",한식-국밥/설렁탕,2020-07-01,,서울특별시 성동구 성수일로4길 46,성수,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,5.4439,5.5146,5.4131,6.446,6.446,6.4152,9.9913,9.962,10.0683,6.2116,6.0358,6.1776,감소 증가,감소 증가,감소 증가,유지 유지,증가 감소,유지 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,1.0,1.0,1.0,2.0,2.0,1.0
DA7113101B,성동*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.22, 업종내폐업비율 영향도 0.89, 여성20대이하비율 영향도 -0.83. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",식료품,2019-12-31,,서울특별시 성동구 성수이로26길 61,상권없음,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,16.019,16.4889,17.7855,0.612,0.5379,0.5445,3.689,3.4393,3.2835,3.842,3.7653,3.729,유지 유지,감소 감소,감소 감소,유지 유지,증가 증가,감소 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,5.0,4.0,4.0,5.0,5.0,4.0
7D41119FA7,뚝섬**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 2.33, 신규고객비율 영향도 -1.44, 직장고객비율 영향도 -0.52. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",한식-육류/고기,2024-11-04,,서울특별시 성동구 아차산로13길 48,상권없음,,6.0,3.0,,6.0,3.0,,6.0,3.0,,5.0,5.0,,0.0,0.0,,14.3234,14.3234,,2.2578,2.2578,,2.8968,2.8968,,4.8351,4.8351,유지 유지,유지 유지,유지 유지,유지 감소,유지 유지,유지 유지,유지 유지,유지 유지,유지 감소,유지 감소,유지 유지,6.0,3.0,,2.0,,6.0
50CA101871,두번*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.72, 여성20대이하비율 영향도 0.49, 남성60대이상비율 영향도 0.44. 고객유형: 30-50대 남성 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",마카롱,2019-05-27,,서울특별시 성동구 무학봉15길 24,왕십리,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0471,1.0569,1.0146,24.9516,25.2963,25.8749,17.5665,17.5689,18.0318,16.9212,17.1315,16.4192,감소 유지,증가 증가,증가 감소,유지 유지,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,3.0,3.0
DDA448BE28,윤식*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.72, 취소율구간 영향도 -0.44, 매출금액구간 영향도 -0.36. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",한식뷔페,2019-03-18,,서울특별시 성동구 연무장19길 12,상권없음,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,4.9446,5.264,5.8968,5.7902,5.8032,5.49,11.921,10.9864,10.5408,4.192,4.0176,4.1724,유지 증가,감소 감소,감소 증가,유지 유지,증가 증가,증가 감소,유지 유지,유지 유지,증가 유지,감소 증가,증가 증가,3.0,3.0,3.0,3.0,3.0,3.0
DDB19C2E90,소버***,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.67, 유동고객비율 영향도 0.65, 매출금액구간 영향도 -0.59. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",요리주점,2023-11-02,,서울특별시 성동구 독서당로 296-11,금남시장,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.2746,2.3695,2.1747,5.6932,5.8786,6.6154,14.2661,13.3076,13.0603,8.937,8.9148,10.0254,유지 유지,감소 감소,감소 증가,유지 유지,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,4.0,4.0,4.0,3.0,4.0,4.0
7E63F9E0CF,리틀****,"폐업 위험도: 높음 (0.89). 주요 원인: 여성20대이하비율 영향도 1.22, 매출건수구간 영향도 1.06, 운영개월수구간 영향도 1.01. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",카페,2023-08-18,2025-07-10,서울특별시 성동구 상원6길 6,뚝섬,5.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.816,0.63,0.9416,28.0865,26.8925,28.0602,31.6625,34.1,33.1692,5.1405,6.8975,7.2312,유지 유지,증가 감소,증가 증가,감소 유지,감소 증가,감소 증가,유지 유지,유지 유지,감소 감소,감소 유지,감소 감소,5.0,4.0,5.0,5.0,6.0,4.0
DE1EB08231,본죽************,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 -0.53, 매출건수구간 영향도 -0.48, 매출금액구간 영향도 -0.44. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",한식-죽,2022-11-17,,서울특별시 성동구 무학로 33,상권없음,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,1.0,5.0,56.6,50.8,69.7,6.2577,6.8688,7.0308,7.2102,6.4184,6.3958,13.7112,13.4048,13.301,17.7891,16.2448,15.848,감소 증가,감소 감소,감소 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,4.0,3.0,3.0,4.0,4.0,3.0
4FF1B07188,추선*,"폐업 위험도: 낮음 (0.00). 주요 원인: 유동고객비율 영향도 -0.89, 매출금액구간 영향도 -0.76, 여성20대이하비율 영향도 -0.69. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",백반/가정식,2018-04-02,,서울특별시 성동구 무학로6길 50,왕십리,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,21.3312,21.0984,21.312,1.576,1.9392,2.1624,6.1858,6.3428,6.6096,6.8162,7.0296,6.6096,유지 유지,증가 증가,증가 감소,감소 유지,감소 증가,증가 증가,유지 유지,유지 유지,유지 유지,감소 유지,증가 감소,3.0,3.0,4.0,3.0,4.0,3.0
54BC20B0A0,쏘*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성50대비율 영향도 -0.68, 여성30대비율 영향도 0.59, 직장고객비율 영향도 -0.49. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",양식,2023-07-24,,서울특별시 성동구 성덕정15길 12,성수,3.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.8211,0.931,1.0563,14.2692,14.331,14.3136,25.7466,25.092,23.856,6.1523,6.324,6.1628,증가 감소,감소 감소,증가 감소,증가 유지,증가 증가,증가 감소,유지 유지,유지 유지,감소 유지,증가 유지,감소 감소,2.0,4.0,3.0,3.0,2.0,4.0
F305B5BE93,비비***,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.57, 운영개월수구간 영향도 -0.47, 업종내폐업비율 영향도 -0.39. 고객유형: 고르게 분포, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",치킨,2014-06-09,,서울 성동구 성덕정길 59.,성수,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,85.9,85.3,88.1,10.2921,10.4748,11.2344,6.4515,6.4078,6.1776,9.1494,9.4326,9.8604,6.9207,6.9252,6.8508,유지 유지,증가 증가,증가 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,4.0,4.0,4.0,4.0,4.0,4.0
F3413EEBA2,신호**,"폐업 위험도: 낮음 (0.01). 주요 원인: 운영개월수구간 영향도 2.89, 여성20대이하비율 영향도 -1.13, 업종내폐업비율 영향도 0.95. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",축산물,2024-09-23,,서울특별시 성동구 마장로39나길 14,상권없음,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
F2357E23BC,제*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.06, 여성20대이하비율 영향도 -0.85, 매출건수구간 영향도 0.81. 고객유형: 50-60대 남녀 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",농산물,2014-01-03,,서울 성동구 용답25길 15.,답십리,5.0,6.0,6.0,5.0,6.0,6.0,2.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,증가 유지,유지 유지,유지 유지,유지 유지,유지 유지,증가 유지,증가 유지,유지 유지,6.0,6.0,5.0,6.0,5.0,6.0
0C67B8EDCF,히토****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.71, 운영개월수구간 영향도 -0.48, 남성30대비율 영향도 0.43. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",일식-우동/소바/라면,2018-01-12,,서울특별시 성동구 마조로3길 9,한양대,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,6.0,0.0,0.0,0.0,1.113,0.9766,0.9216,27.542,28.5768,28.4504,6.58,6.9012,7.076,4.653,4.7628,4.7824,증가 증가,증가 증가,증가 증가,유지 유지,감소 감소,증가 감소,유지 유지,유지 유지,유지 유지,유지 증가,증가 증가,3.0,3.0,3.0,4.0,3.0,3.0
BFFAC4B600,호랑*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성40대비율 영향도 -0.76, 남성30대비율 영향도 0.68, 매출금액구간 영향도 0.64. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",한식-육류/고기,2021-10-15,,서울특별시 성동구 성수이로 147,성수,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.526,4.7112,5.778,8.284,7.524,6.0144,13.49,14.1372,13.425,9.88,10.89,8.6636,유지 유지,증가 감소,증가 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,감소 유지,유지 감소,증가 유지,2.0,4.0,4.0,1.0,3.0,4.0
1FF980E1D6,주*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성60대이상비율 영향도 -0.57, 여성20대이하비율 영향도 0.51, 업종내매출순위비율 영향도 0.43. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",요리주점,2014-09-15,,서울 성동구 왕십리로24길 8.,왕십리,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.81,3.9711,4.0635,13.14,12.215,11.8925,11.5705,11.2029,11.6085,4.3435,4.3974,4.615,유지 유지,감소 증가,증가 증가,감소 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,감소 유지,감소 증가,3.0,3.0,4.0,3.0,3.0,3.0
C7F49C4961,제이*,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출금액구간 영향도 -0.60, 남성30대비율 영향도 0.60, 여성30대비율 영향도 0.59. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",카페,2017-10-18,,서울특별시 성동구 성수일로 89,뚝섬,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,2.9172,2.856,2.9172,7.1996,7.04,7.1118,18.5697,18.436,18.0429,10.0531,10.296,10.536,유지 유지,감소 감소,증가 증가,유지 유지,감소 증가,감소 증가,유지 유지,유지 유지,유지 유지,감소 증가,감소 유지,3.0,2.0,2.0,3.0,4.0,2.0
1F514EF208,탄스****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.79, 여성30대비율 영향도 0.55, 남성60대이상비율 영향도 0.52. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",일식당,2022-05-19,,서울특별시 성동구 연무장5가길 26,성수,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.7871,0.7376,0.7648,21.3189,20.2664,19.3662,21.5337,22.4224,22.0806,5.8533,6.1446,5.8986,증가 감소,증가 감소,증가 감소,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,유지 감소,감소 증가,감소 감소,3.0,3.0,3.0,3.0,3.0,3.0
C7D707F1E2,고박*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -1.29, 매출건수구간 영향도 0.76, 군집_고객유형 영향도 -0.50. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",축산물,2022-08-11,,서울특별시 성동구 청계천로10가길 38,상권없음,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,유지 유지,증가 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
1095E71AA8,대용**,"폐업 위험도: 낮음 (0.01). 주요 원인: 업종내폐업비율 영향도 1.19, 취소율구간 영향도 1.15, 여성20대이하비율 영향도 -0.58. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",축산물,2011-11-01,,서울  성동구  마장로35다길,마장동,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,6.0,5.0,0.0,0.0,0.0,29.718,29.767,29.0975,0.4565,0.422,0.522,4.2745,4.431,4.2195,7.0135,7.0896,7.482,증가 감소,증가 감소,증가 증가,증가 감소,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,증가 감소,감소 증가,3.0,3.0,3.0,2.0,2.0,4.0
1E6037D02E,하이**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.76, 업종내매출순위비율 영향도 0.42, 매출건수구간 영향도 -0.41. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",분식,2022-04-22,,서울특별시 성동구 사근동길 6,한양대,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,3.3572,3.3575,3.3534,27.4668,27.5425,27.6006,9.4752,10.0625,10.4308,6.9372,7.0725,7.1492,감소 유지,증가 증가,증가 증가,감소 유지,증가 감소,증가 증가,유지 유지,유지 유지,감소 증가,감소 증가,증가 감소,2.0,1.0,2.0,3.0,3.0,1.0
123EF86057,돈대*,"폐업 위험도: 낮음 (0.00). 주요 원인: 신규고객비율 영향도 0.59, 매출금액구간 영향도 0.55, 객단가구간 영향도 -0.55. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",호프/맥주,2020-08-25,,서울특별시 성동구 마장로 187-2,상권없음,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,25.1045,25.0962,27.0997,0.2384,0.2704,0.2415,0.7301,0.8112,0.7406,3.427,3.4814,3.9606,유지 유지,증가 감소,증가 증가,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,5.0,5.0,5.0,5.0,5.0,5.0
C18835BA2E,달리***,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.16, 업종_대분류 영향도 -0.56, 여성30대비율 영향도 -0.50. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",포장마차,2005-07-01,,서울 성동구 마장로 227,왕십리,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,19.1716,18.5367,18.5814,4.316,4.1088,4.509,4.4488,4.3977,4.8096,3.486,3.531,3.34,유지 유지,감소 증가,증가 감소,증가 감소,감소 증가,감소 증가,유지 유지,유지 유지,증가 감소,증가 감소,증가 감소,5.0,4.0,4.0,4.0,3.0,5.0
CAF68EC2CB,담*,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.72, 업종_대분류 영향도 0.53, 남성60대이상비율 영향도 -0.37. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",카페,2022-12-02,,서울특별시 성동구 고산자로22길 6,마장동,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0072,3.2752,3.2706,3.7488,4.0032,4.1616,13.8876,13.5072,13.5541,6.2764,6.3936,6.4158,유지 유지,감소 증가,증가 증가,유지 유지,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,증가 증가,5.0,4.0,4.0,5.0,5.0,4.0
C5DBF39698,아가*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.69, 업종내매출순위비율 영향도 0.55, 여성20대이하비율 영향도 0.54. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",아이스크림/빙수,2023-04-17,,서울특별시 성동구 연무장길 41-19,성수,2.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,27.9,39.0,53.2,0.532,0.56,0.5396,39.96,40.104,40.096,19.944,19.656,19.2604,5.184,5.184,5.2984,유지 증가,감소 감소,유지 증가,유지 유지,증가 감소,증가 감소,증가 증가,유지 유지,감소 증가,증가 유지,증가 감소,3.0,2.0,2.0,4.0,3.0,2.0
C058744372,벧엘****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.03, 여성20대이하비율 영향도 -0.88, 매출건수구간 영향도 -0.74. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",식료품,2020-05-26,,서울특별시 성동구 독서당로59다길 8,상권없음,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,31.2336,32.1592,32.5248,1.3376,0.9207,0.8528,4.2592,4.2284,3.8704,4.3296,4.2284,4.1656,유지 유지,감소 감소,감소 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 감소,4.0,3.0,3.0,4.0,4.0,3.0
